id,price,year,manufacturer,condition,fuel,odometer
3717,6995,2006,subaru,excellent,gas,158945
3718,5995,2009,chevrolet,excellent,gas,151145
3719,4995,2009,pontiac,excellent,gas,132359
3720,5995,2006,cadillac,excellent,gas,91781
3721,6995,2006,lexus,excellent,gas,155994
3722,8495,2011,gmc,excellent,gas,115612
3723,4495,2009,chevrolet,excellent,gas,93800
3724,8495,2012,cadillac,excellent,gas,111322
3725,6995,2007,volvo,excellent,gas,147598
3726,14900,2014,cadillac,good,gas,115000
3727,2990,2007,ford,good,gas,116000
3728,5990,2004,jeep,good,gas,162000
3729,4990,2004,jeep,good,gas,128000
3730,20000,2018,volkswagen,excellent,gas,20100
3731,24575,2017,ford,excellent,gas,88000
3732,28000,2013,mercedes-benz,excellent,gas,103000
3733,12500,2011,bmw,excellent,gas,143131
3734,24500,2004,chevrolet,like new,gas,16258
3735,4800,2014,volkswagen,excellent,gas,123000
3736,4800,2009,chevrolet,good,gas,127968
3737,4800,2004,ford,good,diesel,160000
3738,17900,2007,gmc,excellent,gas,47000
3739,11900,2009,chevrolet,excellent,gas,220000
3740,5990,2010,subaru,good,gas,191000
3741,8699,2013,chevrolet,like new,gas,103900
3742,19800,2020,kia,like new,gas,38718
3743,18500,1979,chevrolet,excellent,gas,45000
3744,12000,2011,gmc,good,gas,206000
3745,8900,2013,ford,good,gas,116000
3746,35000,2017,jeep,like new,gas,36000
3747,23900,2014,ford,excellent,gas,127000
3748,14900,2009,ford,good,gas,180508
3749,7740,2010,toyota,excellent,hybrid,122000
3750,3500,2002,buick,excellent,gas,81000
3751,8900,2010,chevrolet,good,gas,95964
3752,12500,2015,jeep,good,gas,69186
3753,25000,2018,kia,good,gas,51000
3754,32900,2014,ram,good,gas,58500
3755,6900,2013,ford,good,gas,152123
3756,3500,2005,gmc,good,gas,226000
3757,15000,1986,dodge,excellent,gas,99000
3758,7200,2012,chrysler,good,gas,63800
3759,5300,1991,mazda,good,gas,163000
3760,12500,2009,ford,good,gas,120000
3761,10900,2017,chevrolet,excellent,gas,92314
3762,8500,2018,hyundai,good,gas,116009
3763,7900,2011,cadillac,excellent,gas,160247
3764,14500,2019,ford,excellent,gas,62400
3765,6900,2015,chevrolet,good,gas,83541
3766,4900,2005,buick,good,gas,81594
3767,5950,2008,honda,excellent,gas,125000
3768,5250,2011,kia,excellent,gas,104523
3769,7000,1978,lincoln,good,gas,42900
3770,9900,2005,toyota,excellent,gas,96134
3771,6900,2013,toyota,good,hybrid,137000
3772,5990,2003,jaguar,good,gas,121000
3773,29900,2018,jeep,excellent,gas,36000
3774,8500,1998,ram,good,gas,128493
3775,6990,2010,volkswagen,good,gas,162000
3776,7500,1999,pontiac,excellent,gas,59620
3777,5990,2007,mercury,good,gas,133000
3778,5990,2006,jeep,good,gas,128000
3779,4990,2009,dodge,good,gas,142000
3780,6495,1999,mazda,excellent,gas,79000
3781,29900,2018,ford,excellent,gas,119000
3782,12500,2013,buick,excellent,gas,85000
3783,13000,2017,mitsubishi,like new,gas,95594
3784,11500,2013,chevrolet,good,electric,90000
3785,12000,2016,chevrolet,excellent,gas,57000
3786,2900,2004,mercury,good,gas,7600
3787,8499,2014,ford,excellent,gas,42000
3788,9990,2016,audi,excellent,gas,171525
3789,17700,2015,chevrolet,excellent,gas,48893
3790,10000,1996,ford,excellent,diesel,161000
3791,4097,2014,chrysler,good,gas,134000
3792,27800,2018,gmc,excellent,gas,34300
3793,5000,2008,chrysler,excellent,gas,147770
3794,22000,2018,jeep,like new,gas,128000
3795,8500,2009,jaguar,excellent,gas,133000
3796,10700,2013,bmw,excellent,gas,123000
3797,9990,2011,mazda,good,gas,142000
3798,5600,2009,chevrolet,good,gas,172000
3799,3995,2004,chrysler,good,gas,149100
3800,7500,2012,volkswagen,good,gas,102000
3801,6500,2004,pontiac,good,gas,24000
3802,5990,2009,chrysler,good,gas,162000
3803,7990,2011,lincoln,good,gas,106000
3804,3990,2002,buick,good,gas,102000
3805,3200,2008,pontiac,good,gas,157000
3806,2990,1998,jeep,good,gas,165000
3807,9800,2004,chevrolet,good,gas,200000
3808,39651,2016,ford,excellent,diesel,146885
3809,16900,2014,honda,excellent,gas,89000
3810,9900,2012,honda,excellent,gas,114300
3811,22950,2011,ford,excellent,gas,64351
3812,38900,2018,toyota,excellent,gas,41098
3813,5000,2007,ford,good,gas,85000
3814,8500,2012,chevrolet,good,gas,123981
3815,24950,2008,ram,excellent,diesel,94509
3816,8700,2011,dodge,good,gas,197000
3817,21000,2009,dodge,excellent,gas,26400
3818,3995,2009,honda,fair,gas,201000
3819,24900,2015,ford,excellent,gas,126000
3820,6900,2009,jeep,good,gas,166834
3821,7200,2011,honda,good,gas,160000
3822,10000,2012,toyota,excellent,gas,135000
3823,19900,2014,chevrolet,excellent,gas,124000
3824,15900,2017,toyota,excellent,gas,122000
3825,22900,2016,ford,excellent,gas,112000
3826,15800,2016,chevrolet,excellent,gas,60000
3827,4990,2008,mercury,good,gas,138000
3828,26990,2018,acura,good,gas,30386
3829,3990,2005,pontiac,good,gas,131000
3830,5990,2008,buick,good,gas,123000
3831,15990,2011,audi,good,gas,81605
3832,13800,2000,porsche,excellent,gas,124984
3833,17600,2015,ford,excellent,gas,123000
3834,6000,1993,buick,good,gas,173000
3835,10700,2011,jeep,good,gas,138000
3836,38900,2012,ford,excellent,gas,42400
3837,2500,2001,saturn,good,gas,175000
3838,3500,2005,jeep,fair,diesel,218000
3839,35990,2018,rover,good,gas,22536
3840,19990,2017,buick,good,gas,22428
3841,18900,2015,chevrolet,excellent,gas,63035
3842,6200,2005,ford,like new,gas,158090
3843,4500,2011,volkswagen,like new,gas,170000
3844,3000,2007,chrysler,good,gas,170000
3845,7750,2011,buick,good,gas,100500
3846,18200,2018,chevrolet,like new,gas,76714
3847,4449,2006,toyota,good,gas,181500
3848,24900,2018,chevrolet,like new,gas,53000
3849,9700,2016,chevrolet,excellent,gas,21200
3850,6900,2015,dodge,good,gas,194000
3851,9225,2010,toyota,excellent,hybrid,110591
3852,2500,2001,kia,fair,gas,160000
3853,7750,2012,volkswagen,excellent,gas,140000
3854,5500,2006,gmc,fair,gas,117928
3855,36000,2014,chevrolet,excellent,gas,125000
3856,14500,2005,gmc,excellent,gas,97803
3857,7450,2008,toyota,excellent,gas,150000
3858,10725,2014,subaru,excellent,gas,70000
3859,4900,2007,toyota,good,gas,186000
3860,8200,2015,volkswagen,excellent,gas,135500
3861,11000,2002,chevrolet,good,diesel,190000
3862,5900,2013,dodge,excellent,gas,105224
3863,10500,2013,nissan,good,gas,103000
3864,8300,2007,honda,excellent,gas,103000
3865,2500,2004,chevrolet,good,gas,124000
3866,9500,2013,nissan,excellent,gas,95000
3867,12000,2013,honda,excellent,gas,96000
3868,44500,2020,chevrolet,like new,gas,8843
3869,38500,2015,chevrolet,excellent,gas,122000
3870,12000,2015,jeep,like new,gas,104000
3871,16000,1996,ford,excellent,diesel,224000
3872,5000,1992,ford,fair,diesel,41145
3873,34590,2019,acura,good,gas,64264
3874,26590,2020,hyundai,good,gas,649
3875,24990,2017,audi,good,gas,24077
3876,16500,2019,chevrolet,like new,gas,15000
3877,16900,2019,chevrolet,like new,gas,16600
3878,9838,2015,ford,excellent,gas,104319
3879,5990,2004,jaguar,good,gas,109000
3880,3990,2007,chrysler,good,gas,143000
3881,4990,2005,subaru,good,gas,165000
3882,7955,2008,ford,excellent,gas,248568
3883,5990,2008,saturn,good,gas,157000
3884,3990,2005,ford,good,gas,108000
3885,7990,2007,jaguar,good,gas,129000
3886,3990,2007,chevrolet,good,gas,171000
3887,3000,1995,ford,good,gas,160000
3888,2500,2002,honda,good,gas,193164
3889,3800,2008,ford,good,gas,237826
3890,16900,1979,mercedes-benz,excellent,gas,49856
3891,7500,2004,mercedes-benz,excellent,gas,102713
3892,17900,2017,ford,excellent,hybrid,15500
3893,19990,2018,buick,good,gas,24785
3894,11850,2011,chevrolet,excellent,gas,126483
3895,11450,2017,ford,excellent,gas,118873
3896,12900,2013,toyota,like new,gas,94795
3897,15900,2010,bmw,excellent,gas,90800
3898,9500,2015,jeep,good,gas,147000
3899,6900,2010,honda,good,gas,246220
3900,8500,2013,chrysler,good,gas,34700
3901,5200,2010,ford,good,gas,104500
3902,7500,2006,ford,good,gas,209000
3903,14000,2011,chevrolet,excellent,gas,156000
3904,12000,2014,chevrolet,excellent,gas,119000
3905,7900,2013,chevrolet,like new,gas,37000
3906,19800,2016,chevrolet,excellent,gas,98000
3907,22995,2016,ram,excellent,diesel,120359
3908,32900,2017,chevrolet,like new,gas,94000
3909,36900,2015,chevrolet,good,diesel,160000
3910,6500,2013,chevrolet,excellent,gas,81000
3911,9300,2013,toyota,like new,hybrid,108000
3912,11000,2014,ford,like new,gas,64000
3913,6931,2010,chrysler,excellent,gas,111866
3914,13000,2003,ram,good,diesel,211194
3915,4900,2012,ford,good,gas,152000
3916,2850,2015,mitsubishi,fair,gas,116000
3917,3300,2012,ford,good,gas,177001
3918,17990,2018,hyundai,good,gas,24163
3919,26990,2018,audi,good,gas,15221
3920,23990,2018,acura,good,gas,49760
3921,22900,2019,ford,excellent,gas,22000
3922,36590,2020,cadillac,good,gas,11930
3923,8100,2013,ford,excellent,gas,228000
3924,10999,2007,lincoln,excellent,gas,120000
3925,8300,2011,ford,good,gas,152000
3926,18500,2013,ford,good,gas,105000
3927,25990,2017,kia,good,gas,32536
3928,42590,2018,audi,good,gas,42688
3929,10500,2017,chevrolet,excellent,gas,70000
3930,4500,2009,pontiac,good,gas,133700
3931,23990,2014,audi,good,gas,84674
3932,29900,2017,ford,excellent,gas,123000
3933,20900,2016,ford,excellent,gas,104000
3934,28990,2017,rover,good,gas,32396
3935,7500,2004,toyota,excellent,gas,211000
3936,18990,2018,buick,good,gas,23835
3937,23000,2014,jeep,good,gas,149000
3938,14000,2016,chevrolet,excellent,gas,59800
3939,42590,2020,buick,good,gas,1134
3940,18000,2012,ford,good,diesel,229000
3941,8400,2018,ford,good,gas,28600
3942,29999,1989,ford,like new,gas,38000
3943,4999,2007,ford,good,gas,150000
3944,2000,2006,ford,fair,gas,180000
3945,6700,2011,dodge,excellent,gas,142280
3946,4500,1974,pontiac,good,gas,111111
3947,3200,1998,ford,good,gas,120000
3948,5495,2008,ford,good,gas,118360
3949,3995,2008,ford,good,gas,171900
3950,8495,2008,honda,good,diesel,110662
3951,5995,2011,ford,good,gas,133890
3952,5495,2008,saturn,good,gas,116730
3953,3995,2004,jeep,good,gas,175036
3954,7495,2012,chrysler,good,gas,42034
3955,2495,2009,mitsubishi,good,gas,156031
3956,2995,2004,ford,good,gas,152974
3957,4495,2008,toyota,good,gas,187371
3958,3995,2006,saturn,good,gas,169814
3959,3495,2003,ford,good,gas,87127
3960,5495,2003,dodge,good,gas,126235
3961,11495,2012,dodge,good,gas,122635
3962,5495,2009,ford,good,gas,203212
3963,4495,2010,ford,good,gas,114575
3964,7495,2013,chrysler,good,gas,97655
3965,3995,2006,pontiac,good,gas,133076
3966,13995,2015,ford,good,gas,103907
3967,6995,2007,volvo,good,gas,119138
3968,6995,2002,ford,good,gas,158830
3969,4495,2008,ford,good,gas,173883
3970,8995,2012,chevrolet,good,gas,126832
3971,3995,2010,ford,good,gas,113960
3972,6995,2012,chevrolet,good,gas,67720
3973,2495,2005,chrysler,good,gas,201041
3974,2995,2006,chrysler,good,gas,157390
3975,22990,2016,audi,good,gas,40720
3976,19600,2017,chevrolet,excellent,gas,88700
3977,28590,2020,buick,good,gas,3077
3978,8800,2012,chevrolet,excellent,gas,165000
3979,19990,2018,kia,good,gas,15435
3980,30990,2019,lincoln,good,gas,7256
3981,2300,2008,bmw,fair,gas,115000
3982,6000,2006,ford,good,gas,128000
3983,38990,2018,chevrolet,good,gas,5157
3984,38990,2017,chevrolet,good,gas,16962
3985,36590,2019,chevrolet,good,gas,36134
3986,5500,2001,ram,good,gas,47894
3987,4200,2009,nissan,good,gas,98003
3988,27990,2018,alfa-romeo,good,gas,16493
3989,14990,2019,kia,good,gas,7007
3990,32000,2018,chevrolet,excellent,gas,57000
3991,20990,2014,chevrolet,good,gas,25635
3992,23590,2011,chevrolet,good,gas,38905
3993,26990,2020,chevrolet,good,gas,18634
3994,25990,2020,chevrolet,good,gas,21938
3995,25590,2020,buick,good,gas,1113
3996,6995,2015,hyundai,good,gas,123320
3997,7850,2005,buick,like new,gas,51000
3998,9000,2013,ford,excellent,gas,169000
3999,17500,2014,ford,excellent,gas,163500
4000,8995,2015,hyundai,excellent,gas,104000
4001,15350,2015,chrysler,excellent,gas,84305
4002,2400,1999,gmc,fair,gas,240000
4003,4950,2006,chevrolet,excellent,gas,122000
4004,11950,2014,chevrolet,excellent,gas,127000
4005,3200,2005,ram,fair,gas,186890
4006,7950,2014,chevrolet,excellent,gas,117000
4007,6500,2008,gmc,good,gas,159000
4008,3995,2010,chevrolet,good,gas,221254
4009,5500,2005,bmw,excellent,gas,123233
4010,4000,2009,chevrolet,good,gas,160000
4011,4000,2008,ford,good,gas,180000
4012,8500,2005,jeep,fair,gas,115000
4013,12900,1994,ford,like new,gas,36000
4014,8995,1998,jeep,excellent,gas,132649
4015,9885,2006,jeep,excellent,gas,140555
4016,3700,2006,dodge,excellent,gas,200000
4017,8750,2015,volkswagen,excellent,gas,78000
4018,3000,2000,ford,good,gas,206000
4019,25995,2014,toyota,excellent,gas,168797
4020,6000,2005,volkswagen,good,gas,112000
4021,4500,2010,jeep,good,gas,175000
4022,16750,2014,ford,excellent,gas,45860
4023,5500,1987,ram,excellent,gas,68415
4024,6495,2011,kia,good,gas,171264
4025,12995,2015,chevrolet,excellent,gas,67000
4026,34995,2014,gmc,excellent,gas,93000
4027,3750,2000,dodge,good,gas,153254
4028,14995,2015,dodge,excellent,gas,85000
4029,2800,2002,acura,good,gas,215000
4030,7500,2012,toyota,good,gas,131000
4031,12450,2015,chevrolet,excellent,gas,78000
4032,22500,2017,audi,excellent,gas,48000
4033,22000,2010,lexus,like new,gas,45700
4034,6000,2008,chrysler,good,gas,130000
4035,2900,2004,pontiac,excellent,gas,215872
4036,24000,2014,ram,excellent,gas,124000
4037,37995,2016,dodge,like new,gas,54000
4038,3500,1996,chrysler,good,gas,67000
4039,3500,2004,jeep,good,gas,190543
4040,26000,2020,nissan,like new,gas,5000
4041,9795,2013,chevrolet,good,gas,108307
4042,5479,2008,ford,good,gas,172824
4043,23995,2018,ford,excellent,gas,83000
4044,8990,2010,buick,good,gas,148000
4045,6595,2013,nissan,good,gas,158369
4046,5500,2006,mitsubishi,excellent,gas,186000
4047,16000,2007,ford,good,diesel,246846
4048,5850,2005,chevrolet,excellent,gas,114000
4049,8900,2013,dodge,good,gas,65000
4050,5495,2008,ford,good,gas,95590
4051,19900,1983,chevrolet,good,gas,85000
4052,3850,2005,chevrolet,fair,gas,247220
4053,9000,2010,dodge,good,gas,70000
4054,2995,1998,toyota,good,gas,186783
4055,5725,2005,jeep,good,gas,141000
4056,8995,2010,cadillac,good,gas,125599
4057,6500,2006,chevrolet,excellent,gas,189000
4058,8795,2010,gmc,good,gas,129654
4059,5850,2009,pontiac,excellent,gas,82000
4060,7650,2010,chevrolet,excellent,gas,53000
4061,12250,2015,chevrolet,excellent,gas,100000
4062,21000,2019,toyota,new,hybrid,14013
4063,5500,2006,chevrolet,good,diesel,200000
4064,19995,2016,honda,like new,gas,77000
4065,28750,2020,ford,excellent,gas,4500
4066,7000,2008,ford,excellent,gas,125000
4067,6995,2007,honda,excellent,gas,72000
4068,8395,2010,gmc,good,gas,162771
4069,7595,2011,dodge,excellent,gas,136385
4070,8295,2013,chrysler,excellent,gas,108485
4071,29800,2018,gmc,like new,gas,8100
4072,13500,2015,chrysler,like new,gas,45472
4073,3000,1998,ram,fair,gas,114878
4074,11500,2004,ford,good,diesel,230497
4075,2800,2004,mercury,good,gas,163800
4076,2200,2008,honda,good,gas,209392
4077,10495,2015,gmc,excellent,gas,166500
4078,8995,2007,gmc,good,gas,204000
4079,9995,2010,ford,good,gas,191000
4080,32000,2013,jeep,like new,gas,39000
4081,7400,2014,ford,excellent,gas,89100
4082,17000,2010,chevrolet,like new,gas,90000
4083,31000,2014,jeep,excellent,gas,30450
4084,25000,2013,ford,excellent,gas,82280
4085,4850,2010,dodge,excellent,gas,170000
4086,28500,2015,lincoln,like new,gas,117000
4087,6000,1995,ford,excellent,gas,103000
4088,31995,2016,ford,excellent,gas,43969
4089,34500,2017,gmc,like new,gas,27000
4090,2500,2003,dodge,good,gas,200000
4091,8500,2010,honda,excellent,gas,216000
4092,6000,2001,volkswagen,excellent,gas,66988
4093,9000,2004,chevrolet,good,gas,114900
4094,15000,1974,buick,excellent,gas,12300
4095,6200,2007,toyota,fair,gas,115000
4096,18500,2013,ford,excellent,gas,47362
4097,65000,2019,ford,like new,gas,7400
4098,6200,2008,chevrolet,good,gas,89000
4099,3940,2009,chevrolet,excellent,gas,179750
4100,8900,2013,chrysler,excellent,gas,134500
4101,11500,2012,volvo,good,gas,119000
4102,2000,2008,saturn,good,gas,146000
4103,3000,2003,ram,good,gas,196000
4104,9900,1999,ram,good,diesel,55166
4105,8500,2008,buick,excellent,gas,108068
4106,11900,2003,gmc,good,gas,166000
4107,9000,2007,chevrolet,good,gas,150000
4108,6900,2009,hyundai,excellent,gas,152000
4109,10500,2013,ford,excellent,gas,105000
4110,12900,2014,volkswagen,excellent,gas,110000
4111,6000,1973,dodge,fair,gas,85276
4112,4500,2009,chevrolet,good,gas,137000
4113,3000,1999,volkswagen,good,gas,95000
4114,19500,2014,audi,excellent,gas,72000
4115,24500,2001,ford,excellent,diesel,92000
4116,33999,2016,toyota,excellent,gas,68000
4117,19000,2018,toyota,good,gas,52253
4118,2995,2008,dodge,good,gas,189316
4119,10200,2013,chrysler,excellent,gas,149000
4120,12500,2008,lexus,excellent,gas,84900
4121,8500,2014,gmc,good,gas,163800
4122,12000,2015,buick,excellent,gas,79000
4123,14500,2008,ford,excellent,gas,100000
4124,13500,2004,ford,excellent,gas,98000
4125,15500,2015,dodge,excellent,gas,125000
4126,12900,2014,chevrolet,excellent,gas,115000
4127,9900,2007,toyota,excellent,gas,56490
4128,5000,2003,ram,good,gas,148536
4129,21500,2013,jeep,excellent,gas,173939
4130,28500,2018,jeep,excellent,gas,25000
4131,2000,2003,honda,fair,gas,193417
4132,9500,1989,chevrolet,excellent,gas,72500
4133,48750,2016,toyota,like new,gas,33625
4134,13500,2014,lincoln,excellent,gas,84400
4135,12500,1993,chevrolet,excellent,gas,74000
4136,5250,2009,dodge,excellent,gas,138000
4137,2000,1999,jeep,fair,gas,187000
4138,10500,2001,gmc,good,gas,140000
4139,69500,2019,ford,like new,gas,7300
4140,15600,2013,ford,excellent,gas,10800
4141,7000,2013,subaru,excellent,gas,157000
4142,13800,2008,ford,excellent,gas,115000
4143,6500,2009,gmc,excellent,gas,147031
4144,5800,1991,ford,excellent,gas,180000
4145,11900,2011,honda,excellent,gas,173774
4146,6950,2004,ford,excellent,gas,164300
4147,3500,2007,toyota,fair,hybrid,245684
4148,4950,2005,honda,excellent,gas,106000
4149,16000,2007,ram,good,diesel,235000
4150,14900,2014,ford,like new,gas,99000
4151,4600,2009,volkswagen,good,gas,168354
4152,30000,2009,ram,good,diesel,57000
4153,36500,2013,ford,like new,gas,13900
4154,25000,2013,rover,excellent,gas,82575
4155,10000,2007,toyota,excellent,gas,175289
4156,24000,2018,kia,excellent,electric,25136
4157,10000,2013,audi,good,gas,144000
4158,22000,2012,ford,good,diesel,184249
4159,8900,2014,chevrolet,good,gas,75300
4160,11900,2010,mercedes-benz,excellent,diesel,64000
4161,9300,1972,volkswagen,good,gas,65000
4162,14995,2016,honda,good,gas,89155
4163,6500,1994,chevrolet,good,diesel,132000
4164,11800,2007,gmc,good,gas,185527
4165,16900,2014,buick,excellent,gas,57000
4166,4000,2008,chevrolet,good,gas,239964
4167,13500,2008,ford,good,gas,145000
4168,31995,2016,chevrolet,excellent,gas,90000
4169,36000,2018,jeep,like new,gas,39498
4170,7000,2003,ford,good,gas,110000
4171,5900,2011,honda,good,gas,80700
4172,22500,1985,chevrolet,good,diesel,75000
4173,29995,2017,chevrolet,excellent,gas,69900
4174,18500,2013,toyota,excellent,gas,172500
4175,19500,2005,jeep,excellent,gas,106000
4176,13500,2015,volkswagen,excellent,diesel,64847
4177,12900,1987,chevrolet,excellent,gas,44356
4178,8500,2000,mercedes-benz,excellent,gas,59800
4179,8700,2013,gmc,good,gas,132248
4180,5995,2008,chrysler,good,gas,166200
4181,16995,1986,chevrolet,like new,gas,42000
4182,7500,2003,lincoln,good,gas,144000
4183,13000,2015,chrysler,excellent,gas,66000
4184,6800,2014,subaru,good,gas,183000
4185,6500,2004,toyota,excellent,gas,209135
4186,3800,2004,chevrolet,excellent,gas,147000
4187,13500,2007,ford,excellent,gas,31000
4188,12999,2015,subaru,excellent,gas,50409
4189,6500,1984,volkswagen,fair,gas,90000
4190,56000,2020,chevrolet,like new,diesel,31195
4191,10990,2012,chrysler,excellent,gas,97500
4192,18000,2015,ford,excellent,gas,158600
4193,30900,2019,chevrolet,like new,gas,9140
4194,4000,1996,ford,good,gas,97000
4195,13900,2014,ford,excellent,gas,85000
4196,2900,2002,mercury,excellent,gas,123000
4197,34500,2020,jeep,like new,gas,3528
4198,31000,2018,gmc,like new,gas,17318
4199,7000,2014,ford,excellent,gas,124000
4200,35000,2018,gmc,like new,gas,31012
4201,13200,2013,infiniti,good,gas,87407
4202,10800,2012,honda,excellent,gas,96573
4203,3900,1998,jeep,good,gas,177000
4204,28999,2017,chevrolet,like new,gas,31890
4205,38495,2019,toyota,excellent,gas,28000
4206,10500,1991,chevrolet,excellent,gas,72000
4207,18000,2007,ram,good,diesel,66000
4208,12999,2012,chevrolet,good,gas,184374
4209,3999,2007,dodge,good,gas,149621
4210,5999,2004,ram,good,gas,172421
4211,3999,2008,dodge,good,gas,150011
4212,3999,2009,jeep,good,gas,176745
4213,13999,2016,chevrolet,good,gas,93672
4214,11200,2011,ford,good,gas,159000
4215,54950,2019,chevrolet,like new,gas,28207
4216,3700,2002,gmc,good,gas,166000
4217,3000,2003,mercury,good,gas,150000
4218,5500,2008,lexus,good,gas,240000
4219,5900,2008,ford,good,gas,234000
4220,7500,2005,nissan,fair,gas,94000
4221,36500,2017,chevrolet,excellent,gas,31000
4222,5000,2008,dodge,fair,gas,148000
4223,32500,2008,mercury,excellent,gas,40000
4224,14900,1980,chevrolet,excellent,gas,85000
4225,8500,2012,ford,good,gas,190750
4226,33500,2015,ford,like new,gas,44332
4227,26000,2014,chevrolet,excellent,gas,77025
4228,5200,2008,buick,good,gas,164322
4229,5500,2009,chevrolet,good,gas,144000
4230,9000,2013,ford,excellent,gas,120931
4231,14995,2017,ford,like new,gas,44849
4232,12999,2004,chevrolet,excellent,gas,173000
4233,4800,2008,chevrolet,excellent,gas,61000
4234,8500,2008,ford,good,gas,168000
4235,4000,2005,subaru,good,gas,214000
4236,21500,2018,honda,like new,gas,13800
4237,19500,2015,chevrolet,like new,gas,32297
4238,19000,2016,ford,excellent,gas,69000
4239,7850,2015,ford,good,gas,43150
4240,14500,2013,cadillac,excellent,gas,111786
4241,9200,2016,ford,excellent,gas,84500
4242,22500,2011,chevrolet,good,gas,95838
4243,4200,2009,gmc,good,gas,177000
4244,7500,2012,gmc,good,gas,169000
4245,6500,2005,dodge,good,gas,80000
4246,6700,2008,ford,good,gas,210000
4247,2500,2008,chevrolet,good,gas,238710
4248,7100,2005,subaru,excellent,gas,138000
4249,8500,2010,ford,good,gas,192000
4250,12990,2015,jeep,excellent,gas,94190
4251,4500,1999,ford,good,gas,197000
4252,10500,1994,chevrolet,excellent,gas,196500
4253,29000,1982,volkswagen,excellent,gas,179000
4254,8900,2013,audi,excellent,gas,172000
4255,17000,1973,volkswagen,excellent,gas,28545
4256,3000,1997,ford,good,gas,111000
4257,9000,1984,mercedes-benz,good,gas,109000
4258,2500,1995,ford,fair,gas,207000
4259,36800,2020,chevrolet,excellent,gas,20500
4260,15500,2013,honda,excellent,gas,86287
4261,15999,2018,jeep,like new,gas,17555
4262,5400,2006,subaru,excellent,gas,210515
4263,11000,2006,toyota,good,gas,140500
4264,17000,2013,ford,good,gas,98000
4265,4500,2006,buick,good,gas,93800
4266,9995,2008,pontiac,excellent,gas,87200
4267,24999,2016,ford,like new,gas,92400
4268,12500,2008,toyota,like new,gas,180000
4269,12200,2017,gmc,excellent,gas,42764
4270,7500,2012,toyota,good,gas,140000
4271,23990,2013,chevrolet,good,gas,89484
4272,9600,2017,nissan,like new,gas,75000
4273,11000,2013,subaru,excellent,gas,122100
4274,10000,2015,volkswagen,excellent,gas,120700
4275,40600,2020,ford,like new,gas,17000
4276,8350,2004,chevrolet,excellent,gas,126000
4277,3499,2008,ford,good,gas,165000
4278,47500,2019,ram,excellent,gas,30000
4279,39800,2019,ram,excellent,gas,84702
4280,8000,2008,mini,like new,gas,92000
4281,7000,2012,buick,excellent,gas,142000
4282,14988,2012,chevrolet,good,gas,174354
4283,8200,2001,toyota,excellent,gas,224000
4284,15500,2013,nissan,like new,gas,87000
4285,12000,2008,ford,good,gas,117890
4286,8600,2011,ford,good,gas,129400
4287,4200,1984,lincoln,good,gas,107004
4288,12000,2006,ram,good,gas,124860
4289,14999,2013,toyota,excellent,gas,95000
4290,17990,2005,chevrolet,excellent,gas,118376
4291,6800,2012,mini,good,gas,110000
4292,33900,2015,toyota,good,gas,73000
4293,14950,2016,ford,excellent,gas,34000
4294,20000,2015,ford,like new,gas,105000
4295,2100,2003,mazda,fair,gas,180000
4296,15999,2016,gmc,excellent,gas,66000
4297,9950,2009,ford,fair,gas,194000
4298,8000,2012,volkswagen,good,gas,67000
4299,2500,2013,chrysler,good,gas,179000
4300,16999,2015,jeep,like new,gas,41285
4301,5500,2007,gmc,good,gas,184000
4302,14950,2011,dodge,excellent,gas,96000
4303,31590,2017,ford,good,gas,18056
4304,37590,2020,buick,good,gas,14745
4305,4995,2009,chevrolet,excellent,gas,126000
4306,6995,2010,buick,excellent,gas,138000
4307,5995,2009,dodge,good,gas,123000
4308,6995,2011,ford,excellent,gas,165000
4309,9495,2011,lincoln,good,gas,123000
4310,4995,2008,jeep,good,gas,123000
4311,8995,2008,gmc,good,gas,160000
4312,2995,2008,pontiac,fair,gas,195000
4313,6495,2010,buick,excellent,gas,140000
4314,6995,2014,dodge,excellent,gas,103000
4315,30990,2017,toyota,good,gas,41124
4316,12995,2011,toyota,excellent,gas,106000
4317,11000,2011,toyota,excellent,gas,171000
4318,12995,2016,dodge,excellent,gas,127000
4319,8500,2014,dodge,excellent,gas,139000
4320,17995,2018,chevrolet,like new,gas,37000
4321,20995,2017,nissan,excellent,gas,59000
4322,16495,2018,ford,like new,gas,78000
4323,6599,2002,bmw,excellent,gas,90000
4324,27887,2012,ford,excellent,diesel,132000
4325,22590,2018,buick,good,gas,4604
4326,39990,2020,tesla,good,electric,10309
4327,32990,2020,lexus,good,gas,5424
4328,33590,2017,lexus,good,gas,14556
4329,7000,2008,buick,good,gas,206241
4330,3000,2002,ford,good,gas,128000
4331,13500,2013,chevrolet,excellent,gas,152000
4332,35590,2018,acura,good,gas,35799
4333,13985,2009,jeep,excellent,gas,161000
4334,6000,2015,dodge,excellent,gas,142500
4335,39990,2020,buick,good,gas,15490
4336,31990,2017,jaguar,good,gas,23694
4337,19990,2019,mitsubishi,good,gas,22243
4338,31990,2018,alfa-romeo,good,gas,21657
4339,4995,2005,mercedes-benz,good,gas,170000
4340,3500,1995,gmc,good,gas,135000
4341,3000,2001,lincoln,good,gas,128785
4342,40990,2020,honda,good,gas,5833
4343,8495,2015,ford,excellent,gas,172000
4344,11995,2008,ford,excellent,gas,130000
